"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.annotatedResult.boundingBoxes","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Approve","Reject"
"3W1K7D6QSBUDPYC4KLGHGP78XSEZB8","3D7SO00DFL2ZGA8JRGSPRJTM1SPCV6","Draw bounding boxes around the requested item(s)","Draw bounding boxes around shoes in the image.","bounding box","$0.05","Sat Apr 18 20:09:19 PDT 2020","1","BatchId:4000059;OriginalHitTemplateId:928390838;","7200","172800","Sat Apr 25 20:09:19 PDT 2020","","","3WYP994K184A1GJYIA2RGM708I16YK","AMK5FQAAJ6Z64","Approved","Sat Apr 18 20:09:29 PDT 2020","Sat Apr 18 20:09:58 PDT 2020","Mon Apr 20 20:09:58 PDT 2020","Mon Apr 20 20:10:34 PDT 2020","","","29","100% (2/2)","100% (2/2)","100% (2/2)","https://storage.googleapis.com/shoes_to_label/shoe1178.jpg?Expires=1588291200&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=N%2FgBGe1yAl6wR0XL3OiNmbdkr%2BE5GBYp%2BIE6W3cWWwwbJBcWJa%2Bx9FU02mIown5Cpy9wrre2imyMUWdQfHO5Xeum7Y7k3HWLiJh0aCB00JASBnmjkUcGekNY09w%2B1lFWw8t%2FrqzQ6ZGjlAi%2BqTyx7cgwRZVMO2ZMFjNWs%2FX3En0XMDVIZeXVaTSfG9VYXDSTyH5kecr%2FHaIfgvsL3yCtjbBvjKZ0Oic%2BR86oi%2BnhMJbiqC40AArEk%2BZTBvfZSkNAg%2B5LWapP0ilQkBOcTzgxE3lGBEJbX51AabCWopII%2BQq19MW6Km%2FiUFmFpmrbV2DAalhCzP7CBhMhobELqCbEdA%3D%3D","[{""height"":102,""label"":""Shoe"",""left"":83,""top"":242,""width"":282},{""height"":152,""label"":""Shoe"",""left"":325,""top"":222,""width"":382}]","533","800"
"3SU800BH865J75KJXGEZUMNSHA0QUM","3D7SO00DFL2ZGA8JRGSPRJTM1SPCV6","Draw bounding boxes around the requested item(s)","Draw bounding boxes around shoes in the image.","bounding box","$0.05","Sat Apr 18 20:09:05 PDT 2020","1","BatchId:4000059;OriginalHitTemplateId:928390838;","7200","172800","Sat Apr 25 20:09:05 PDT 2020","","","3J88R45B2HBTBHBTSAFY38R81HXPX3","A1MYCZT6OX9G20","Approved","Sat Apr 18 20:12:21 PDT 2020","Sat Apr 18 20:16:11 PDT 2020","Mon Apr 20 20:16:11 PDT 2020","Mon Apr 20 20:16:36 PDT 2020","","","230","100% (58/58)","100% (58/58)","100% (58/58)","https://storage.googleapis.com/shoes_to_label/shoe585.jpg?Expires=1588291200&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=Pc5v8xxFp%2Fps8rPXLK6HItaJ69%2FHuZqGJgVrGkQuBColKBzhFmFTGIcXmLAO36N80HymJJQD0O66zl7SIqchwgAafpI5C%2B9neLRzt6YASTFbDK8lAWIymMk%2B6sZIgDU4BwXjHFzjYRPNMzkVnHsUJ1GQSHlDSVCYA7ZP1lpWrj7iX%2FSjMhAaQCDqhoSpAoAG%2BrJg1sZaZTHWIkXI7SVhyHXoaFFPpBUb2tFROaoIXU2b2PC5llbjIV4dbk5uJPGAykdbP1N7S3xg0YVOaP2mRfWb4aDK403QnmzZvIlfMT3P7USJToC9g0mbseBcfIu3PwXn%2BEdMgNhd5miWxmTURw%3D%3D","[{""height"":47,""label"":""Shoe"",""left"":175,""top"":99,""width"":46},{""height"":42,""label"":""Shoe"",""left"":128,""top"":79,""width"":32},{""height"":53,""label"":""Shoe"",""left"":95,""top"":83,""width"":35},{""height"":50,""label"":""Shoe"",""left"":69,""top"":88,""width"":39}]","168","300"
"3X2YVV51PUH8I5P7713LB90HUEK1W2","3D7SO00DFL2ZGA8JRGSPRJTM1SPCV6","Draw bounding boxes around the requested item(s)","Draw bounding boxes around shoes in the image.","bounding box","$0.05","Sat Apr 18 20:09:19 PDT 2020","1","BatchId:4000059;OriginalHitTemplateId:928390838;","7200","172800","Sat Apr 25 20:09:19 PDT 2020","","","3LEIZ60CDKCXOPV1C37ME3744DE9ZQ","A2WTDVHVVORNDU","Approved","Sat Apr 18 20:15:18 PDT 2020","Sat Apr 18 20:16:09 PDT 2020","Mon Apr 20 20:16:09 PDT 2020","Mon Apr 20 20:16:35 PDT 2020","","","51","100% (19/19)","100% (19/19)","100% (19/19)","https://storage.googleapis.com/shoes_to_label/shoe1179.jpg?Expires=1588291200&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=OfYIKqbbKsa8Lm%2BgyeggAZPy4sxZ9rs3tto1vVBZXhvejkGdmpQXgllHopWuoLxhmxuWtUeW8g6%2B9SY9cybn1LpsfSaoWVD21A%2BslyF9ZyUbbidMOLZq4OtyK%2BUCxj8kIlO6c%2BEyX7xNEHMLiCyLPF7hL72UaIGL0E09ubl1LwyEw%2BTlnDoN4JI6DAwSNRMZQk7hDlcNA01W63%2FFhFTjljB4SmUk6FQtm2UsInCoCCGs2BVWoPn3qIDM%2BEP%2FLZs72j2xQF8GWHSsSwVnTGTb3Hv116rETqcoBPKEo2lKScBKgAi3eIlsHcyI8ppd8yeEOqC9lR4tTCSgnw5tp6DjSA%3D%3D","[{""height"":59,""label"":""Shoe"",""left"":61,""top"":72,""width"":84},{""height"":76,""label"":""Shoe"",""left"":172,""top"":85,""width"":44}]","164","307"
"3WGZLY9VCHZRKZ91PR7AYVY414K8DK","3D7SO00DFL2ZGA8JRGSPRJTM1SPCV6","Draw bounding boxes around the requested item(s)","Draw bounding boxes around shoes in the image.","bounding box","$0.05","Sat Apr 18 20:09:05 PDT 2020","1","BatchId:4000059;OriginalHitTemplateId:928390838;","7200","172800","Sat Apr 25 20:09:05 PDT 2020","","","34T446B1C1R2K2WEKT4LAU5QSRYC0I","A3CHLHS2G2UDXH","Approved","Sat Apr 18 20:15:35 PDT 2020","Sat Apr 18 20:18:20 PDT 2020","Mon Apr 20 20:18:20 PDT 2020","Mon Apr 20 20:18:36 PDT 2020","","","165","100% (40/40)","100% (40/40)","100% (40/40)","https://storage.googleapis.com/shoes_to_label/shoe586.jpg?Expires=1588291200&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=e1ZX0AaGg0zKNToG69NjNUOmlZ0mLdjYM78SZvBK9hR%2FIib5eyJmH8hn5XC91BU0l5mVl%2B9rG3Z75l2lGh4DIRqE5qMtIs1F7mTTFRFa38h8A%2FHW1CglUi5IQR9yEnt1uwW4bn1exsCTxMpLROcZh4GFjJQ5Xgr9kPS7qvUIGn5BhX1WM%2FFZQC21CegvPmSqeRfFqnk5UKXPbwCVdrt6tqkDLwKkv6TJIpJDQbn5U%2BSncTh4qfmfch%2B%2F1QlUYVF4JdAYw9y2HmmFU1w1Zn9gM16lWw6wrAhQ19YQik%2BFvlEWGxPBK8tC%2F1pgvq4fN%2Bk4wyprD9YGmX%2FatUUq11cwmA%3D%3D","[{""height"":269,""label"":""Shoe"",""left"":556,""top"":267,""width"":142},{""height"":266,""label"":""Shoe"",""left"":331,""top"":284,""width"":148}]","667","1000"
"33EEIIWHK7KJKK9J26O4Q8PBVH9QVB","3D7SO00DFL2ZGA8JRGSPRJTM1SPCV6","Draw bounding boxes around the requested item(s)","Draw bounding boxes around shoes in the image.","bounding box","$0.05","Sat Apr 18 20:09:05 PDT 2020","1","BatchId:4000059;OriginalHitTemplateId:928390838;","7200","172800","Sat Apr 25 20:09:05 PDT 2020","","","32XVDSJFP0AMPYBJC52DWE3HJ3M2MA","A1QI0M8JOBQMQ0","Approved","Sat Apr 18 20:13:29 PDT 2020","Sat Apr 18 20:13:42 PDT 2020","Mon Apr 20 20:13:42 PDT 2020","Mon Apr 20 20:14:34 PDT 2020","","","13","100% (5/5)","100% (5/5)","100% (5/5)","https://storage.googleapis.com/shoes_to_label/shoe587.jpg?Expires=1588291200&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=ZdA1OILGiYAWSdOUSs0dqJx7nbY1q0XJIasE32obbgIl%2FlCMHcE26zVddTF6qefYipR%2BFpWxLXKKVHvMoes8%2BMa6szDOMjjiZOTd%2FSl4V1L947ZBseh0Wbc3%2FcDeNnxIJVKS6jz9ZD3B%2FIX5G90JPakGX0RnchJCej9R8Omo08W5dGqOVpiUyMxVM7lPctYTr9gsoR1x8JzuM6OJSPG69ZdMC3NJqixJjET3h215e0PthP5MpdnODkV0%2Fot7iDG057AQVuCbmWlo%2FJwVTwjx%2BYs90VhoQbrs4I3v92dxCi6%2BoXEd2QhGkIovHYFnRa7hso%2BkShFVtNomTLWZ6nv7yg%3D%3D","[]","183","275"
"30EV7DWJTV87EWL4S8XQR2CEDXZY6V","3D7SO00DFL2ZGA8JRGSPRJTM1SPCV6","Draw bounding boxes around the requested item(s)","Draw bounding boxes around shoes in the image.","bounding box","$0.05","Sat Apr 18 20:09:05 PDT 2020","1","BatchId:4000059;OriginalHitTemplateId:928390838;","7200","172800","Sat Apr 25 20:09:05 PDT 2020","","","3MX2NQ3YCA7PI7TA8V6K52MRAHX5XY","A1A3E0RQPC6DOS","Approved","Sat Apr 18 20:13:36 PDT 2020","Sat Apr 18 20:13:52 PDT 2020","Mon Apr 20 20:13:52 PDT 2020","Mon Apr 20 20:14:34 PDT 2020","","","16","100% (15/15)","100% (15/15)","100% (15/15)","https://storage.googleapis.com/shoes_to_label/shoe588.jpg?Expires=1588291200&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=hkVKyEffrlm8pLnnUS8nhCXQDkR7EYMudiOR4oRNQiotesnzaqlj1nx%2Bn8PifX2z%2BSHv2VQ22VhP1uXn%2Bg9Abhlm3EDGehjeKLO9FNIIPlYkoTuPa5s3UVBTRRPLxApttoSym077SbmEVMqsBYz3HryN4cgRo04m58KrcVahb%2BZ1DnE16cxUd%2F9fz4HOu2FU7SmxCmZqmL%2FyCya8c3Ng2aXWQnaUTvf5kLRP3%2FQ1F%2F0CPIvwu5DbbVvLuP6PC1T8%2B4ZdQj79qwERLQe%2FdxTQs6FLnFso3wAiKptWTa%2FiEw8JoYK7OfExs5yPp1Sf%2B%2FrItiNX%2F%2BD1W8qjDQ%2BRRE%2FPpA%3D%3D","[{""height"":237,""label"":""Shoe"",""left"":0,""top"":146,""width"":364}]","390","750"
"3QXFBUZ4ZKTSUGQ5UK9N08JQBNSGUI","3D7SO00DFL2ZGA8JRGSPRJTM1SPCV6","Draw bounding boxes around the requested item(s)","Draw bounding boxes around shoes in the image.","bounding box","$0.05","Sat Apr 18 20:09:19 PDT 2020","1","BatchId:4000059;OriginalHitTemplateId:928390838;","7200","172800","Sat Apr 25 20:09:19 PDT 2020","","","3TY7ZAOG5GXK3082C6LJYDIYX06K02","AME98XVLFFLCH","Approved","Sat Apr 18 20:09:55 PDT 2020","Sat Apr 18 20:11:11 PDT 2020","Mon Apr 20 20:11:11 PDT 2020","Mon Apr 20 20:11:34 PDT 2020","","","76","100% (21/21)","100% (21/21)","100% (21/21)","https://storage.googleapis.com/shoes_to_label/shoe118.jpg?Expires=1588291200&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=OnuqrlzvyDGzaYYz7%2B1pABfU7aLe%2FhKZ5L3qlTX2SwoDFOXmzTNBYNdVnXzAWNC8s0LPg3NOpz0tRf3s8hLSz0RZRFEvKAi0a5xyo9ajuouuegCqacMChanHOnMMd438i9t0ipgGkZ3ecNPRKemra0lnROkT5MEJ6uDkcHXIwieQapZNgzwzmg%2FEc%2BLOzeMsHJ6Kn3H876Yg7C%2F0GLY980OY55KPn49M%2FlF9aEN7t65QfRSXjyOaubsYHWNeYy%2BbQu7PVWjEGKDhgJHDA4a%2FlPI5T7%2FG%2FDe8mq6BSoe4FCVA5e7hIec9aS6Zb385m%2BFB6kEFmrLCt1ozYuY%2Fcjks%2BA%3D%3D","[{""height"":491,""label"":""Shoe"",""left"":290,""top"":41,""width"":274},{""height"":367,""label"":""Shoe"",""left"":555,""top"":156,""width"":249}]","667","1000"
"3JGHED38ED4QIWZ9BI2IXGCA88JY7U","3D7SO00DFL2ZGA8JRGSPRJTM1SPCV6","Draw bounding boxes around the requested item(s)","Draw bounding boxes around shoes in the image.","bounding box","$0.05","Sat Apr 18 20:09:05 PDT 2020","1","BatchId:4000059;OriginalHitTemplateId:928390838;","7200","172800","Sat Apr 25 20:09:05 PDT 2020","","","3TXMY6UCAF1Q8V1D1RY0P0W85VVCQF","A7UNIWDAQROJG","Approved","Sat Apr 18 20:09:59 PDT 2020","Sat Apr 18 20:10:52 PDT 2020","Mon Apr 20 20:10:52 PDT 2020","Mon Apr 20 20:11:34 PDT 2020","","","53","100% (42/42)","100% (42/42)","100% (42/42)","https://storage.googleapis.com/shoes_to_label/shoe589.jpg?Expires=1588291200&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=K0RrG6yVHxHZIT3NxImx%2BnQmZxl4cP%2F8TeYM8g61LWlnIlStEXEJYx17yWD3hK64PhNLVbGahyUBTcoOehR%2BcGl1VrplCK3CmFkEuqZPYwIaaUmk0m14kSQkOqi4p5kVY9KRHrJxeiIjFC703uifDB6alF7ezXso1MBhium7qp%2FylIG6VgmDaALB8k6ElVRfb6lZXAb%2FhDPYrpebKJukvj16fpydX6knEaK58x6nunBo0h2lxNkM5koVxuswCyENCnoAhXDUT5aWaWDhHK1ziE2mB8CiwTHIdxLWFKK83XM47Mz43dg8sq%2BKGnLs6INSqP5idl8eHb7alShNrhcVBA%3D%3D","[{""height"":296,""label"":""Shoe"",""left"":356,""top"":187,""width"":349},{""height"":225,""label"":""Shoe"",""left"":148,""top"":44,""width"":324}]","533","800"
"31HLTCK4BL8S7VF5ZAJSWUL9PU1GV7","3D7SO00DFL2ZGA8JRGSPRJTM1SPCV6","Draw bounding boxes around the requested item(s)","Draw bounding boxes around shoes in the image.","bounding box","$0.05","Sat Apr 18 20:09:19 PDT 2020","1","BatchId:4000059;OriginalHitTemplateId:928390838;","7200","172800","Sat Apr 25 20:09:19 PDT 2020","","","3L0KT67Y8FTFOEHVPN5UHR3SQ7YSYS","A24H9XZ7OE8WMW","Approved","Sat Apr 18 20:13:01 PDT 2020","Sat Apr 18 20:38:16 PDT 2020","Mon Apr 20 20:38:16 PDT 2020","Mon Apr 20 20:38:34 PDT 2020","","","1515","100% (20/20)","100% (20/20)","100% (20/20)","https://storage.googleapis.com/shoes_to_label/shoe1180.jpg?Expires=1588291200&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=m4C0Zg8X83LXM4R%2BiDlLITebJM19Iv49F9zlfcKijcTp9OYMdM9rsS%2BiDcjkcu2ieQ7ZukN%2BWqP9Vmkzohk%2F20jfVJS0xN5Cuo4EeiyM0eE3JbpHOn3BYCrhdxwtkCXcC1%2BCOUaesIIczObPqxosT31UBu8ptxs13ZXFdoPYDN1WvHA7prfcMZxkk0Na2eFziOpZKov7zNgT8RhTTtm8IUz8Ri8BRbuMSYZETOnAQIdNftt3UvDdCDOz%2BFuf33d8UWojgbMVusofQ1GUEGd%2BDQTt8beLKWfnKeDKC70Qd%2FGR31SC970G6fk63qVN80Sy9ibR82sLmBmPQzV5F%2B3H%2Bw%3D%3D","[{""height"":118,""label"":""Shoe"",""left"":13,""top"":59,""width"":235}]","196","257"
"3FCO4VKOZ4QSCRIIBHQOQDKUQWFE7W","3D7SO00DFL2ZGA8JRGSPRJTM1SPCV6","Draw bounding boxes around the requested item(s)","Draw bounding boxes around shoes in the image.","bounding box","$0.05","Sat Apr 18 20:09:19 PDT 2020","1","BatchId:4000059;OriginalHitTemplateId:928390838;","7200","172800","Sat Apr 25 20:09:19 PDT 2020","","","354GIDR5ZCJIQA1Y8DB1FT3PJ2100D","A18UH8VWGMHB81","Approved","Sat Apr 18 20:12:40 PDT 2020","Sat Apr 18 20:13:03 PDT 2020","Mon Apr 20 20:13:03 PDT 2020","Mon Apr 20 20:13:34 PDT 2020","","","23","100% (52/52)","100% (52/52)","100% (52/52)","https://storage.googleapis.com/shoes_to_label/shoe1181.jpg?Expires=1588291200&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=dHrGhUwtb533UMEuWCFe2VdfDRmTBUZ0p4T22AF3JUM9Ae%2F65lMGZZ9anjo88GfbAWRdlTWI%2FVYUXfpqfPMp92O373i7Ez5R62BLxysWk4k0KDhG4i2FgBrGMaAz1WW2NCR%2FO1hxEDCuprDNssWLt8zFFF%2ByxytlCwFLlgM%2FkEklujdvCnh7vnl7DQh%2FMTUG9oMzQkjI3hXuDT4i1qhWn13b9iPWxVIEaGQWDbkEw%2FJlCqI9G7QBM4nq0ES4pODnD5WoA81nLgf%2B5tnR%2Fk8GnQQx2K1YvjG5a9fBTj3p%2FNBSP8LsN4x1qaX6R5nqhI2V5o9n9ClSJ7cEWpZu9wC1yA%3D%3D","[{""height"":99,""label"":""Shoe"",""left"":27,""top"":61,""width"":89},{""height"":85,""label"":""Shoe"",""left"":63,""top"":115,""width"":67}]","259","194"
